file,speaker,film,gender,language,emo
f_ans001aen_16k.wav,meryl streep,the hours,f,en,fe
f_ans003aen_16k.wav,meryl streep,the hours,f,en,fe
f_ans004aen_16k.wav,meryl streep,the hours,f,en,fe
f_ans005aen_16k.wav,meryl streep,the hours,f,en,fe
f_ans007aes_16k.wav,nuria mediavilla,the reader,f,es,fe
f_ans007sen_16k.wav,kate winslet,the reader,f,en,fe
f_ans012aen_16k.wav,jennifer connelly,a beautiful mind,f,en,fe
f_ans012aes_16k.wav,nuria mediavilla,a beautiful mind,f,es,fe
f_ans012ait_16k.wav,giuppy izzo,a beautiful mind,f,it,fe
f_ans030aen_16k.wav,meryl streep,the hours,f,en,fe
f_ans040ait_16k.wav,claudia catani,cinderella man,f,it,fe
f_ans041ait_16k.wav,claudia catani,cinderella man,f,it,fe
f_ans041bit_16k.wav,claudia catani,cinderella man,f,it,fe
f_ans042ait_16k.wav,claudia catani,cinderella man,f,it,fe
f_ans042bit_16k.wav,claudia catani,cinderella man,f,it,fe
f_ans043ait_16k.wav,claudia catani,cinderella man,f,it,fe
f_ans044ait_16k.wav,claudia catani,cinderella man,f,it,fe
f_ans045ait_16k.wav,claudia catani,cinderella man,f,it,fe
f_ans120ait_16k.wav,simona izzo,poltergeist,f,it,fe
f_ans121ait_16k.wav,simona izzo,poltergeist,f,it,fe
f_ans122ait_16k.wav,simona izzo,poltergeist,f,it,fe
f_ans122bit_16k.wav,simona izzo,poltergeist,f,it,fe
f_ans200ait_16k.wav,anna cesareni,mystic river,f,it,fe
f_dis016aen_16k.wav,emily blunt,the devil wears prada,f,en,co
f_dis029ait_16k.wav,claudia catani,crash,f,it,co
f_dis036aen_16k.wav,jennifer esposito,crash,f,en,co
f_dis036ben_16k.wav,jennifer esposito,crash,f,en,co
f_dis042aes_16k.wav,nuria mediavilla,big fish,f,es,co
f_dis043aes_16k.wav,nuria mediavilla,big fish,f,es,co
f_dis108aen_16k.wav,meryl streep,the devil wears prada,f,en,co
f_dis150aen_16k.wav,meryl streep,the devil wears prada,f,en,co
f_dis192ait_16k.wav,alessandra cassioli,good will hunting,f,it,co
f_dis202aen_16k.wav,meryl streep,the devil wears prada,f,en,co
f_dis204aen_16k.wav,meryl streep,the devil wears prada,f,en,co
f_dis205aen_16k.wav,emily blunt,the devil wears prada,f,en,co
f_gio012aes_16k.wav,marta angelat,philadelphia,f,es,ha
f_gio012bes_16k.wav,marta angelat,philadelphia,f,es,ha
f_gio019aes_16k.wav,nuria trifol,the devil wears prada,f,es,ha
f_gio038ait_16k.wav,alessandra cassioli,the sixth sense,f,it,ha
f_gio047aes_16k.wav,nuria mediavilla,finding neverland,f,es,ha
f_gio047bes_16k.wav,nuria mediavilla,finding neverland,f,es,ha
f_gio110ait_16k.wav,stefanella marrama,hook,f,it,ha
f_gio115ait_16k.wav,stefanella marrama,hook,f,it,ha
f_gio116ait_16k.wav,stefanella marrama,hook,f,it,ha
f_gio117ait_16k.wav,simona izzo,poltergeist,f,it,ha
f_gio120aes_16k.wav,marta angelat,falling down,f,es,ha
f_gio123ait_16k.wav,antonella rinaldi,falling down,f,it,ha
f_gio125ait_16k.wav,claudia catani,meet joe black,f,it,ha
f_gio126ait_16k.wav,claudia catani,meet joe black,f,it,ha
f_gio136ait_16k.wav,claudia catani,meet joe black,f,it,ha
f_gio201aes_16k.wav,nuria trifol,atonement,f,es,ha
f_gio214aes_16k.wav,marta angelat,falling down,f,es,ha
f_gio999ben_16k.wav,meryl streep,the hours,f,en,ha
f_rab008aes_16k.wav,nuria mediavilla,the hours,f,es,an
