file,speaker,film,gender,language,emo
f_ans001aes_16k.wav,rosa guiñón,the hours,f,es,fe
f_ans002aes_16k.wav,rosa guiñón,the hours,f,es,fe
f_ans003aes_16k.wav,rosa guiñón,the hours,f,es,fe
f_ans004aes_16k.wav,rosa guiñón,the hours,f,es,fe
f_ans009aes_16k.wav,rosa guiñón,falling down,f,es,fe
f_ans009bes_16k.wav,rosa guiñón,falling down,f,es,fe
f_ans010aes_16k.wav,rosa guiñón,falling down,f,es,fe
f_ans010bes_16k.wav,rosa guiñón,falling down,f,es,fe
f_ans018aes_16k.wav,lourdes morán,the interpreter,f,es,fe
f_ans019aes_16k.wav,lourdes morán,the interpreter,f,es,fe
f_ans030aes_16k.wav,rosa guiñón,the hours,f,es,fe
f_ans040aes_16k.wav,alicia laorden,cinderella man,f,es,fe
f_ans041aes_16k.wav,alicia laorden,cinderella man,f,es,fe
f_ans041bes_16k.wav,alicia laorden,cinderella man,f,es,fe
f_ans042aes_16k.wav,alicia laorden,cinderella man,f,es,fe
f_ans042bes_16k.wav,alicia laorden,cinderella man,f,es,fe
f_ans043aes_16k.wav,alicia laorden,cinderella man,f,es,fe
f_ans044aes_16k.wav,alicia laorden,cinderella man,f,es,fe
f_ans044bes_16k.wav,alicia laorden,cinderella man,f,es,fe
f_ans045aes_16k.wav,alicia laorden,cinderella man,f,es,fe
f_ans049aes_16k.wav,lourdes morán,the interpreter,f,es,fe
f_ans050aes_16k.wav,lourdes morán,the interpreter,f,es,fe
f_ans114ait_16k.wav,cinzia carolis,saw3,f,it,fe
f_ans115ait_16k.wav,cinzia carolis,saw3,f,it,fe
f_ans125ait_16k.wav,monica ward,dancer in the dark,f,it,fe
f_ans999aen_16k.wav,toni collette,the hours,f,en,fe
f_ans999ben_16k.wav,toni collette,the hours,f,en,fe
f_ans999cen_16k.wav,toni collette,the hours,f,en,fe
f_dis017aes_16k.wav,rosa guiñón,the devil wears prada,f,es,co
f_dis019aes_16k.wav,rosa guiñón,the devil wears prada,f,es,co
f_dis019bes_16k.wav,rosa guiñón,the devil wears prada,f,es,co
f_dis019ces_16k.wav,rosa guiñón,the devil wears prada,f,es,co
f_dis020aes_16k.wav,rosa guiñón,the devil wears prada,f,es,co
f_dis027ait_16k.wav,unknown female,crash,f,it,co
f_dis027bit_16k.wav,unknown female,crash,f,it,co
f_dis028ait_16k.wav,unknown female,crash,f,it,co
f_dis036aes_16k.wav,marta barbará,crash,f,es,co
f_dis036ait_16k.wav,gabriella borri,crash,f,it,co
f_dis036bes_16k.wav,marta barbará,crash,f,es,co
f_dis036bit_16k.wav,gabriella borri,crash,f,it,co
f_dis037aes_16k.wav,eva lluch,side effects,f,es,co
f_dis038aes_16k.wav,eva lluch,side effects,f,es,co
f_dis049aes_16k.wav,lourdes morán,the interpreter,f,es,co
f_dis108aes_16k.wav,rosa guiñón,the devil wears prada,f,es,co
f_dis150aes_16k.wav,rosa guiñón,the devil wears prada,f,es,co
f_dis189ait_16k.wav,selvaggia quatrini,brokeback mountain,f,it,co
f_dis191ait_16k.wav,selvaggia quatrini,brokeback mountain,f,it,co
f_dis201aes_16k.wav,rosa guiñón,the devil wears prada,f,es,co
f_dis202aes_16k.wav,rosa guiñón,the devil wears prada,f,es,co
f_dis204aes_16k.wav,rosa guiñón,the devil wears prada,f,es,co
f_dis206aes_16k.wav,rosa guiñón,the devil wears prada,f,es,co
f_gio011aen_16k.wav,mary steenburgen,philadelphia,f,en,ha
f_gio012aen_16k.wav,mary steenburgen,philadelphia,f,en,ha
f_gio012ben_16k.wav,mary steenburgen,philadelphia,f,en,ha
f_gio044aes_16k.wav,eva lluch,side effects,f,es,ha
f_gio045aen_16k.wav,jessica lange,big fish,f,en,ha
f_gio045aes_16k.wav,rosa guiñón,big fish,f,es,ha
f_gio101ait_16k.wav,unknown female,atonement,f,it,ha
f_gio109ait_16k.wav,valeria bruni tedeschi,titanic,f,it,ha
f_gio111ait_16k.wav,christina boraschi,pretty woman,f,it,ha
f_gio120aen_16k.wav,barbara hershey,falling down,f,en,ha
f_gio133aes_16k.wav,unknown female,atonement,f,es,ha
f_gio133ait_16k.wav,unknown female,atonement,f,it,ha
f_gio162aes_16k.wav,maría moscardó,million dollar baby,f,es,ha
f_gio189aes_16k.wav,unknown female,american history x,f,es,ha
f_gio203aes_16k.wav,unknown female,atonement,f,es,ha
f_gio204aes_16k.wav,unknown female,atonement,f,es,ha
f_gio206aes_16k.wav,maría moscardó,million dollar baby,f,es,ha
f_gio207aes_16k.wav,maría moscardó,million dollar baby,f,es,ha
f_gio208aes_16k.wav,maría moscardó,million dollar baby,f,es,ha
f_gio209aes_16k.wav,maría moscardó,million dollar baby,f,es,ha
f_gio210aes_16k.wav,maría moscardó,million dollar baby,f,es,ha
f_gio212aes_16k.wav,maría moscardó,million dollar baby,f,es,ha
f_gio214aen_16k.wav,barbara hershey,falling down,f,en,ha
f_rab003aen_16k.wav,charlotte gainsbourg,antichrist,f,en,an
f_rab029aes_16k.wav,montse moreno,good will hunting,f,es,an
f_rab029bes_16k.wav,montse moreno,good will hunting,f,es,an
f_rab029ces_16k.wav,montse moreno,good will hunting,f,es,an
f_rab042aes_16k.wav,rosa guiñón,falling down,f,es,an
f_rab082aes_16k.wav,maría moscardó,cinderella man,f,es,an
f_rab082bes_16k.wav,maría moscardó,cinderella man,f,es,an
f_rab083aes_16k.wav,maría moscardó,cinderella man,f,es,an
f_rab083bes_16k.wav,maría moscardó,cinderella man,f,es,an
f_rab083ces_16k.wav,maría moscardó,cinderella man,f,es,an
f_rab084aes_16k.wav,maría moscardó,cinderella man,f,es,an
f_rab084bes_16k.wav,maría moscardó,cinderella man,f,es,an
f_rab087aes_16k.wav,maría moscardó,cinderella man,f,es,an
f_rab098aes_16k.wav,eva lluch,side effects,f,es,an
f_rab102aen_16k.wav,laila robins,side effects,f,en,an
f_rab104aen_16k.wav,laila robins,side effects,f,en,an
f_tri002aen_16k.wav,charlotte gainsbourg,antichrist,f,en,sa
f_tri004aen_16k.wav,charlotte gainsbourg,antichrist,f,en,sa
f_tri004ben_16k.wav,charlotte gainsbourg,antichrist,f,en,sa
f_tri005aen_16k.wav,charlotte gainsbourg,antichrist,f,en,sa
f_tri005ben_16k.wav,charlotte gainsbourg,antichrist,f,en,sa
f_tri006aen_16k.wav,charlotte gainsbourg,antichrist,f,en,sa
f_tri009aen_16k.wav,charlotte gainsbourg,antichrist,f,en,sa
f_tri023aes_16k.wav,nuria llop,the hours,f,es,sa
f_tri026aes_16k.wav,nuria llop,the hours,f,es,sa
f_tri027aes_16k.wav,nuria llop,the hours,f,es,sa
f_tri040ait_16k.wav,domitilla d’amico,atonement,f,it,sa
f_tri040bit_16k.wav,domitilla d’amico,atonement,f,it,sa
f_tri040cit_16k.wav,domitilla d’amico,atonement,f,it,sa
